UF;MUNICIPIO;POPULACAO_ESTIMADA;COD_MUNICIPIO
PI;Inhuma;15259;2204709
PI;Ipiranga do Piauí;9620;2204808
PI;Isaías Coelho;7886;2204907
PI;Itainópolis;10980;2205003
PI;Itaueira;10493;2205102
PI;Jacobina do Piauí;5715;2205151
PI;Jaicós;17811;2205201
PI;Jardim do Mulato;4251;2205250
PI;Jatobá do Piauí;4568;2205276
PI;Jerumenha;4600;2205300
PI;João Costa;3031;2205359
PI;Joaquim Pires;14175;2205409
PI;Joca Marques;5535;2205458
PI;José de Freitas;44391;2205508
PI;Juazeiro do Piauí;5311;2205516
PI;Júlio Borges;5499;2205524
PI;Jurema;4505;2205532
PI;Lagoinha do Piauí;3029;2205540
PI;Lagoa Alegre;8449;2205557
PI;Lagoa do Barro do Piauí;5146;2205565
PI;Lagoa de São Francisco;6449;2205573
PI;Lagoa do Piauí;5009;2205581
PI;Lagoa do Sítio;4575;2205599
PI;Landri Sales;5311;2205607
PI;Luís Correia;31775;2205706
PI;Luzilândia;26204;2205805
PI;Madeiro;8218;2205854
PI;Manoel Emídio;5314;2205904
PI;Marcolândia;8783;2205953
PI;Marcos Parente;4848;2206001
PI;Massapê do Piauí;5215;2206050
PI;Matias Olímpio;10875;2206100
PI;Miguel Alves;33071;2206209
PI;Miguel Leão;1352;2206308
PI;Milton Brandão;6678;2206357
PI;Monsenhor Gil;10455;2206407
PI;Monsenhor Hipólito;7751;2206506
PI;Monte Alegre do Piauí;10910;2206605
PI;Morro Cabeça no Tempo;4458;2206654
PI;Morro do Chapéu do Piauí;6547;2206670
PI;Murici dos Portelas;10139;2206696
PI;Nazaré do Piauí;6729;2206704
PI;Nazária;10706;2206720
PI;Nossa Senhora de Nazaré;5406;2206753
PI;Nossa Senhora dos Remédios;8732;2206803
PI;Novo Oriente do Piauí;6178;2206902
PI;Novo Santo Antônio;2886;2206951
PI;Oeiras;39545;2207009
PI;Olho D'Água do Piauí;2725;2207108
PI;Padre Marcos;6481;2207207
PI;Paes Landim;4174;2207306
PI;Pajeú do Piauí;3041;2207355
PI;Palmeira do Piauí;5048;2207405
PI;Palmeirais;13480;2207504
PI;Paquetá;3878;2207553
PI;Parnaguá;10289;2207603
PI;Parnaíba;169552;2207702
PI;Passagem Franca do Piauí;4220;2207751
PI;Patos do Piauí;5461;2207777
PI;Pau D'Arco do Piauí;3972;2207793
PI;Paulistana;21601;2207801
PI;Pavussu;3698;2207850
PI;Pedro II;39039;2207900
PI;Pedro Laurentino;2514;2207934
PI;Nova Santa Rita;4147;2207959
PI;Picos;86228;2208007
PI;Pimenteiras;11528;2208106
PI;Pio IX;17947;2208205
PI;Piracuruca;29849;2208304
PI;Piripiri;67676;2208403
PI;Porto;12312;2208502
PI;Porto Alegre do Piauí;2391;2208551
PI;Prata do Piauí;3098;2208601
PI;Queimada Nova;8936;2208650
PI;Redenção do Gurguéia;8563;2208700
PI;Regeneração;17418;2208809
PI;Riacho Frio;4241;2208858
PI;Ribeira do Piauí;4114;2208874
PI;Ribeiro Gonçalves;6215;2208908
PI;Rio Grande do Piauí;5868;2209005
PI;Santa Cruz do Piauí;5928;2209104
PI;Santa Cruz dos Milagres;3466;2209153
PI;Santa Filomena;6209;2209203
PI;Santa Luz;5425;2209302
PI;Santana do Piauí;4174;2209351
PI;Santa Rosa do Piauí;4690;2209377
PI;Santo Antônio de Lisboa;5938;2209401
PI;Santo Antônio dos Milagres;2189;2209450
PI;Santo Inácio do Piauí;3719;2209500
PI;São Braz do Piauí;4451;2209559
PI;São Félix do Piauí;2885;2209609
PI;São Francisco de Assis do Piauí;5703;2209658
PI;São Francisco do Piauí;5404;2209708
PI;São Gonçalo do Gurguéia;3019;2209757
PI;São Gonçalo do Piauí;4944;2209807
PI;São João da Canabrava;4306;2209856
PI;São João da Fronteira;5615;2209872
PI;São João da Serra;6233;2209906
PI;São João da Varjota;4443;2209955
PI;São João do Arraial;8443;2209971
PI;São João do Piauí;22036;2210003
PI;São José do Divino;4906;2210052
PI;São José do Peixe;3320;2210102
PI;São José do Piauí;6732;2210201
PI;São Julião;6135;2210300
PI;São Lourenço do Piauí;4497;2210359
PI;São Luis do Piauí;2329;2210375
PI;São Miguel da Baixa Grande;2304;2210383
PI;São Miguel do Fidalgo;2870;2210391
PI;São Miguel do Tapuio;17902;2210409
PI;São Pedro do Piauí;14046;2210508
PI;São Raimundo Nonato;40784;2210607
PI;Sebastião Barros;3228;2210623
PI;Sebastião Leal;4572;2210631
PI;Sigefredo Pacheco;9631;2210656
PI;Simões;14650;2210706
PI;Simplício Mendes;14342;2210805
PI;Socorro do Piauí;4184;2210904
PI;Sussuapara;6345;2210938
PI;Tamboril do Piauí;3029;2210953
PI;Tanque do Piauí;2330;2210979
PI;Teresina;902644;2211001
PI;União;47707;2211100
PI;Uruçuí;26501;2211209
PI;Valença do Piauí;22920;2211308
PI;Várzea Branca;5173;2211357
PI;Várzea Grande;4515;2211407
PI;Vera Mendes;3271;2211506
PI;Vila Nova do Piauí;2979;2211605
PI;Wall Ferraz;4117;2211704
CE;Abaiara;10282;2300101
CE;Acarape;14306;2300150
CE;Acaraú;68758;2300200
CE;Acopiara;46215;2300309
CE;Aiuaba;14220;2300408
CE;Alcântaras;11754;2300507
CE;Altaneira;6970;2300606
CE;Alto Santo;14418;2300705
CE;Amontada;44342;2300754
CE;Antonina do Norte;7484;2300804
CE;Apuiarés;13219;2300903
CE;Aquiraz;84737;2301000
CE;Aracati;78752;2301109
CE;Aracoiaba;26696;2301208
CE;Ararendá;11485;2301257
CE;Araripe;20223;2301307
CE;Aratuba;11459;2301406
CE;Arneiroz;7619;2301505
CE;Assaré;22212;2301604
CE;Aurora;24267;2301703
CE;Baixio;5832;2301802
CE;Banabuiú;17654;2301851
CE;Barbalha;80217;2301901
CE;Barreira;23351;2301950
CE;Barro;19669;2302008
CE;Barroquinha;14977;2302057
CE;Baturité;36978;2302107
CE;Beberibe;55666;2302206
CE;Bela Cruz;34441;2302305
CE;Boa Viagem;52169;2302404
CE;Brejo Santo;53778;2302503
CE;Camocim;65031;2302602
CE;Campos Sales;26082;2302701
CE;Canindé;77207;2302800
CE;Capistrano;17760;2302909
CE;Caridade;16419;2303006
CE;Cariré;18075;2303105
CE;Caririaçu;27482;2303204
CE;Cariús;17333;2303303
CE;Carnaubal;17758;2303402
CE;Cascavel;76365;2303501
CE;Catarina;9577;2303600
CE;Catunda;10817;2303659
CE;Caucaia;375730;2303709
CE;Cedro;22678;2303808
CE;Chaval;12805;2303907
CE;Choró;12380;2303931
CE;Chorozinho;20763;2303956
CE;Coreaú;21438;2304004
CE;Crateús;79809;2304103
CE;Crato;138232;2304202
CE;Croatá;18007;2304236
CE;Cruz;31847;2304251
CE;Deputado Irapuan Pinheiro;9172;2304269
CE;Ereré;6393;2304277
CE;Eusébio;80304;2304285
CE;Farias Brito;18557;2304301
CE;Forquilha;25127;2304350
CE;Fortaleza;2574412;2304400
CE;Fortim;18052;2304459
CE;Frecheirinha;16362;2304509
CE;General Sampaio;6924;2304608
CE;Graça;14174;2304657
CE;Granja;55633;2304707
CE;Granjeiro;4960;2304806
CE;Groaíras;11313;2304905
CE;Guaiúba;25085;2304954
CE;Guaraciaba do Norte;44294;2305001
CE;Guaramiranga;5819;2305100
CE;Hidrolândia;18225;2305209
CE;Horizonte;79934;2305233
CE;Ibaretama;12191;2305266
CE;Ibiapina;24649;2305308
CE;Ibicuitinga;11979;2305332
CE;Icapuí;22367;2305357
CE;Icó;64802;2305407
CE;Iguatu;102251;2305506
CE;Independência;24530;2305605
CE;Ipaporanga;11937;2305654
CE;Ipaumirim;12441;2305704
CE;Ipu;42968;2305803
CE;Ipueiras;38285;2305902
CE;Iracema;14411;2306009
CE;Irauçuba;24751;2306108
CE;Itaiçaba;7779;2306207
CE;Itaitinga;70679;2306256
CE;Itapajé;49086;2306306
CE;Itapipoca;137892;2306405
CE;Itapiúna;18228;2306504
CE;Itarema;45465;2306553
CE;Itatira;21087;2306603
CE;Jaguaretama;17625;2306702
CE;Jaguaribara;10656;2306801
CE;Jaguaribe;35124;2306900
CE;Jaguaruana;33070;2307007
CE;Jardim;28707;2307106
CE;Jati;8100;2307205
CE;Jijoca de Jericoacoara;27662;2307254
CE;Juazeiro do Norte;303004;2307304
CE;Jucás;24591;2307403
CE;Lavras da Mangabeira;32123;2307502
CE;Limoeiro do Norte;62285;2307601
CE;Madalena;17264;2307635
CE;Maracanaú;249684;2307650
CE;Maranguape;108937;2307700
CE;Marco;27064;2307809
CE;Martinópole;11232;2307908
CE;Massapê;39633;2308005
CE;Mauriti;47406;2308104
CE;Meruoca;15749;2308203
CE;Milagres;26860;2308302
CE;Milhã;14635;2308351
CE;Miraíma;14736;2308377
CE;Missão Velha;38767;2308401
CE;Mombaça;38649;2308500
CE;Monsenhor Tabosa;17664;2308609
CE;Morada Nova;65323;2308708
CE;Moraújo;8516;2308807
CE;Morrinhos;23608;2308906
CE;Mucambo;14009;2309003
CE;Mulungu;10993;2309102
CE;Nova Olinda;15960;2309201
CE;Nova Russas;32014;2309300
CE;Novo Oriente;29043;2309409
CE;Ocara;25218;2309458
CE;Orós;20019;2309508
CE;Pacajus;74825;2309607
CE;Pacatuba;85873;2309706
CE;Pacoti;11442;2309805
CE;Pacujá;6345;2309904
CE;Palhano;9671;2310001
CE;Palmácia;10339;2310100
CE;Paracuru;41447;2310209
CE;Paraipaba;33896;2310258
CE;Parambu;32816;2310308
CE;Paramoti;10528;2310407
CE;Pedra Branca;42257;2310506
CE;Penaforte;9308;2310605
CE;Pentecoste;39715;2310704
CE;Pereiro;15869;2310803
CE;Pindoretama;24607;2310852
CE;Piquet Carneiro;17202;2310902
CE;Pires Ferreira;10952;2310951
CE;Poranga;12423;2311009
CE;Porteiras;17745;2311108
CE;Potengi;8926;2311207
CE;Potiretama;6129;2311231
CE;Quiterianópolis;20506;2311264
CE;Quixadá;88483;2311306
CE;Quixelô;16992;2311355
CE;Quixeramobim;85797;2311405
CE;Quixeré;21607;2311504
CE;Redenção;28359;2311603
CE;Reriutaba;19059;2311702
CE;Russas;74582;2311801
CE;Saboeiro;14036;2311900
CE;Salitre;17220;2311959
CE;Santana do Acaraú;32043;2312007
CE;Santana do Cariri;17388;2312106
CE;Santa Quitéria;41647;2312205
CE;São Benedito;49829;2312304
CE;São Gonçalo do Amarante;57499;2312403
CE;São João do Jaguaribe;5792;2312502
CE;São Luís do Curu;10962;2312601
CE;Senador Pompeu;25143;2312700
CE;Senador Sá;7519;2312809
CE;Sobral;215286;2312908
CE;Solonópole;18736;2313005
CE;Tabuleiro do Norte;32044;2313104
CE;Tamboril;25331;2313203
CE;Tarrafas;7626;2313252
CE;Tauá;64255;2313302
CE;Tejuçuoca;17626;2313351
CE;Tianguá;86137;2313401
CE;Trairi;61516;2313500
CE;Tururu;15457;2313559
CE;Ubajara;34312;2313609
CE;Umari;6993;2313708
CE;Umirim;17804;2313757
CE;Uruburetama;21279;2313807
CE;Uruoca;14243;2313906
CE;Varjota;18660;2313955
CE;Várzea Alegre;40771;2314003
CE;Viçosa do Ceará;62609;2314102
RN;Acari;10865;2400109
RN;Açu;58906;2400208
RN;Afonso Bezerra;11149;2400307
RN;Água Nova;3028;2400406
RN;Alexandria;14042;2400505
RN;Almino Afonso;4806;2400604
RN;Alto do Rodrigues;12857;2400703
RN;Angicos;11973;2400802
RN;Antônio Martins;6738;2400901
RN;Apodi;37390;2401008
RN;Areia Branca;24643;2401107
RN;Arês;13657;2401206
RN;Campo Grande;10045;2401305
RN;Baía Formosa;9098;2401404
RN;Baraúna;28268;2401453
RN;Barcelona;4103;2401503
RN;Bento Fernandes;4920;2401602
RN;Bodó;2363;2401651
RN;Bom Jesus;10279;2401701
RN;Brejinho;12603;2401800
RN;Caiçara do Norte;6474;2401859
RN;Caiçara do Rio do Vento;3359;2401909
RN;Caicó;63339;2402006
RN;Campo Redondo;10504;2402105
RN;Canguaretama;30806;2402204
RN;Caraúbas;20161;2402303
RN;Carnaúba dos Dantas;8267;2402402
RN;Carnaubais;10010;2402501
RN;Ceará-Mirim;83009;2402600
RN;Cerro Corá;11322;2402709
RN;Coronel Ezequiel;5241;2402808
RN;Coronel João Pessoa;4315;2402907
RN;Cruzeta;8238;2403004
RN;Currais Novos;42930;2403103
RN;Doutor Severiano;7253;2403202
RN;Parnamirim;269298;2403251
RN;Encanto;6252;2403301
RN;Equador;5476;2403400
RN;Espírito Santo;10936;2403509
RN;Extremoz;66993;2403608
RN;Felipe Guerra;6458;2403707
RN;Fernando Pedroza;3029;2403756
RN;Florânia;10528;2403806
RN;Francisco Dantas;2763;2403905
RN;Frutuoso Gomes;4231;2404002
RN;Galinhos;2160;2404101
RN;Goianinha;28212;2404200
RN;Governador Dix-Sept Rosado;12239;2404309
RN;Grossos;10251;2404408
RN;Guamaré;15947;2404507
RN;Ielmo Marinho;11903;2404606
RN;Ipanguaçu;14539;2404705
RN;Ipueira;2090;2404804
RN;Itajá;7531;2404853
RN;Itaú;5452;2404903
RN;Jaçanã;8051;2405009
RN;Jandaíra;6748;2405108
RN;Janduís;4834;2405207
RN;Januário Cicco;8836;2405306
RN;Japi;5231;2405405
RN;Jardim de Angicos;2493;2405504
RN;Jardim de Piranhas;14416;2405603
RN;Jardim do Seridó;11952;2405702
RN;João Câmara;34768;2405801
RN;João Dias;2093;2405900
RN;José da Penha;5964;2406007
RN;Jucurutu;18286;2406106
RN;Jundiá;3859;2406155
RN;Lagoa d'Anta;6733;2406205
RN;Lagoa de Pedras;7577;2406304
RN;Lagoa de Velhos;2633;2406403
RN;Lagoa Nova;16126;2406502
RN;Lagoa Salgada;8619;2406601
RN;Lajes;10108;2406700
RN;Lajes Pintadas;4939;2406809
RN;Lucrécia;3579;2406908
RN;Luís Gomes;9286;2407005
RN;Macaíba;86433;2407104
RN;Macau;28384;2407203
RN;Major Sales;4067;2407252
RN;Marcelino Vieira;8092;2407302
RN;Martins;8411;2407401
RN;Maxaranguape;10534;2407500
RN;Messias Targino;4404;2407609
RN;Montanhas;11774;2407708
RN;Monte Alegre;23843;2407807
RN;Monte das Gameleiras;2343;2407906
RN;Mossoró;278034;2408003
RN;Natal;785368;2408102
RN;Nísia Floresta;33949;2408201
RN;Nova Cruz;35534;2408300
RN;Olho d'Água do Borges;3748;2408409
RN;Ouro Branco;5071;2408508
RN;Paraná;4046;2408607
RN;Paraú;3659;2408706
RN;Parazinho;4940;2408805
RN;Parelhas;22179;2408904
RN;Rio do Fogo;10672;2408953
RN;Passa e Fica;11406;2409100
RN;Passagem;3222;2409209
RN;Patu;11245;2409308
RN;Santa Maria;4992;2409332
RN;Pau dos Ferros;31975;2409407
RN;Pedra Grande;3729;2409506
RN;Pedra Preta;2499;2409605
RN;Pedro Avelino;6345;2409704
RN;Pedro Velho;14197;2409803
RN;Pendências;12536;2409902
RN;Pilões;3010;2410009
RN;Poço Branco;12619;2410108
RN;Portalegre;7842;2410207
RN;Porto do Mangue;5357;2410256
RN;Serra Caiada;11146;2410306
RN;Pureza;9707;2410405
RN;Rafael Fernandes;5647;2410504
RN;Rafael Godeiro;3008;2410603
RN;Riacho da Cruz;2741;2410702
RN;Riacho de Santana;4243;2410801
RN;Riachuelo;7627;2410900
RN;Rodolfo Fernandes;4349;2411007
RN;Tibau;5674;2411056
RN;Ruy Barbosa;3266;2411106
RN;Santa Cruz;38996;2411205
RN;Santana do Matos;12746;2411403
RN;Santana do Seridó;2787;2411429
RN;Santo Antônio;22779;2411502
RN;São Bento do Norte;3426;2411601
RN;São Bento do Trairí;3892;2411700
RN;São Fernando;3600;2411809
RN;São Francisco do Oeste;4304;2411908
RN;São Gonçalo do Amarante;123207;2412005
RN;São João do Sabugi;6130;2412104
RN;São José de Mipibu;49693;2412203
RN;São José do Campestre;11340;2412302
RN;São José do Seridó;4716;2412401
RN;São Miguel;24329;2412500
RN;São Miguel do Gostoso;10590;2412559
RN;São Paulo do Potengi;17320;2412609
RN;São Pedro;5905;2412708
RN;São Rafael;7899;2412807
RN;São Tomé;10188;2412906
RN;São Vicente;6514;2413003
RN;Senador Elói de Souza;6007;2413102
RN;Senador Georgino Avelino;4193;2413201
RN;Serra de São Bento;5864;2413300
RN;Serra do Mel;13694;2413359
RN;Serra Negra do Norte;7801;2413409
RN;Serrinha;6609;2413508
RN;Serrinha dos Pintos;4802;2413557
RN;Severiano Melo;5623;2413607
RN;Sítio Novo;4758;2413706
RN;Taboleiro Grande;2406;2413805
RN;Taipu;11716;2413904
RN;Tangará;13602;2414001
RN;Tenente Ananias;10587;2414100
RN;Tenente Laurentino Cruz;6118;2414159
RN;Tibau do Sul;17840;2414209
RN;Timbaúba dos Batistas;2420;2414308
RN;Touros;34624;2414407
RN;Triunfo Potiguar;3474;2414456
RN;Umarizal;10671;2414506
RN;Upanema;14013;2414605
RN;Várzea;5383;2414704
RN;Venha-Ver;3035;2414753
RN;Vera Cruz;11044;2414803
RN;Viçosa;1890;2414902
RN;Vila Flor;3289;2415008
PB;Água Branca;9578;2500106
PB;Aguiar;5061;2500205
PB;Alagoa Grande;26774;2500304
PB;Alagoa Nova;21724;2500403
PB;Alagoinha;14118;2500502
PB;Alcantil;5777;2500536
PB;Algodão de Jandaíra;3105;2500577
PB;Alhandra;22797;2500601
PB;São João do Rio do Peixe;18468;2500700
PB;Amparo;2316;2500734
PB;Aparecida;8225;2500775
PB;Araçagi;17012;2500809
PB;Arara;12496;2500908
PB;Araruna;17442;2501005
PB;Areia;23082;2501104
PB;Areia de Baraúnas;2036;2501153
PB;Areial;7393;2501203
PB;Aroeiras;19148;2501302
PB;Assunção;4342;2501351
PB;Baía da Traição;9648;2501401
PB;Bananeiras;23989;2501500
PB;Baraúna;4968;2501534
PB;Barra de Santana;8253;2501575
PB;Barra de Santa Rosa;13094;2501609
PB;Barra de São Miguel;6101;2501708
PB;Bayeux;84404;2501807
PB;Belém;16740;2501906
PB;Belém do Brejo do Cruz;6324;2502003
PB;Bernardino Batista;3650;2502052
PB;Boa Ventura;5277;2502102
PB;Boa Vista;6575;2502151
PB;Bom Jesus;2333;2502201
PB;Bom Sucesso;4740;2502300
PB;Bonito de Santa Fé;10460;2502409
PB;Boqueirão;18153;2502508
PB;Igaracy;5743;2502607
PB;Borborema;4231;2502706
PB;Brejo do Cruz;14050;2502805
PB;Brejo dos Santos;5840;2502904
PB;Caaporã;21865;2503001
PB;Cabaceiras;5515;2503100
PB;Cabedelo;70067;2503209
PB;Cachoeira dos Índios;9351;2503308
PB;Cacimba de Areia;3354;2503407
PB;Cacimba de Dentro;16373;2503506
PB;Cacimbas;7478;2503555
PB;Caiçara;6713;2503605
PB;Cajazeiras;66171;2503704
PB;Cajazeirinhas;2776;2503753
PB;Caldas Brandão;5928;2503803
PB;Camalaú;6298;2503902
PB;Campina Grande;440939;2504009
PB;Capim;7347;2504033
PB;Caraúbas;4059;2504074
PB;Carrapateira;2367;2504108
PB;Casserengue;7056;2504157
PB;Catingueira;4572;2504207
PB;Catolé do Rocha;32118;2504306
PB;Caturité;5492;2504355
PB;Conceição;18723;2504405
PB;Condado;6624;2504504
PB;Conde;29543;2504603
PB;Congo;5102;2504702
PB;Coremas;15005;2504801
PB;Coxixola;1882;2504850
PB;Cruz do Espírito Santo;17718;2504900
PB;Cubati;7820;2505006
PB;Cuité;20205;2505105
PB;Cuitegi;6894;2505204
PB;Cuité de Mamanguape;6431;2505238
PB;Curral de Cima;5406;2505279
PB;Curral Velho;2327;2505303
PB;Damião;5131;2505352
PB;Desterro;8300;2505402
PB;Vista Serrana;3759;2505501
PB;Diamante;6431;2505600
PB;Dona Inês;10640;2505709
PB;Duas Estradas;3377;2505808
PB;Emas;3053;2505907
PB;Esperança;32522;2506004
PB;Fagundes;11315;2506103
PB;Frei Martinho;2913;2506202
PB;Gado Bravo;8395;2506251
PB;Guarabira;59836;2506301
PB;Gurinhém;14133;2506400
PB;Gurjão;3343;2506509
PB;Ibiara;5733;2506608
PB;Imaculada;10550;2506707
PB;Ingá;18197;2506806
PB;Itabaiana;23621;2506905
PB;Itaporanga;24686;2507002
PB;Itapororoca;19054;2507101
PB;Itatuba;10816;2507200
PB;Jacaraú;14923;2507309
PB;Jericó;7721;2507408
PB;João Pessoa;888679;2507507
PB;Juarez Távora;8057;2507606
PB;Juazeirinho;17488;2507705
PB;Junco do Seridó;7002;2507804
PB;Juripiranga;10259;2507903
PB;Juru;9410;2508000
PB;Lagoa;4502;2508109
PB;Lagoa de Dentro;8088;2508208
PB;Lagoa Seca;29053;2508307
PB;Lastro;3292;2508406
PB;Livramento;7045;2508505
PB;Logradouro;5045;2508554
PB;Lucena;13019;2508604
PB;Mãe d'Água;3624;2508703
PB;Malta;6259;2508802
PB;Mamanguape;46719;2508901
PB;Manaíra;10700;2509008
PB;Marcação;9435;2509057
PB;Mari;22126;2509107
PB;Marizópolis;6960;2509156
PB;Massaranduba;14666;2509206
PB;Mataraca;8585;2509305
PB;Matinhas;4735;2509339
PB;Mato Grosso;2592;2509370
PB;Maturéia;6677;2509396
PB;Mogeiro;14375;2509404
PB;Montadas;6083;2509503
PB;Monte Horebe;4435;2509602
PB;Monteiro;33742;2509701
PB;Mulungu;8945;2509800
PB;Natuba;9014;2509909
PB;Nazarezinho;7392;2510006
PB;Nova Floresta;9884;2510105
PB;Nova Olinda;5909;2510204
PB;Nova Palmeira;4362;2510303
PB;Olho d'Água;6111;2510402
PB;Olivedos;3674;2510501
PB;Ouro Velho;2998;2510600
PB;Parari;1751;2510659
PB;Passagem;2562;2510709
PB;Patos;107774;2510808
PB;Paulista;12160;2510907
PB;Pedra Branca;3846;2511004
PB;Pedra Lavrada;6998;2511103
PB;Pedras de Fogo;31152;2511202
PB;Piancó;17006;2511301
PB;Picuí;18835;2511400
PB;Pilar;12801;2511509
PB;Pilões;6979;2511608
PB;Pilõezinhos;5514;2511707
PB;Pirpirituba;9467;2511806
PB;Pitimbu;17164;2511905
PB;Pocinhos;17990;2512002
PB;Poço Dantas;3932;2512036
PB;Poço de José de Moura;4120;2512077
PB;Pombal;33796;2512101
PB;Prata;4027;2512200
PB;Princesa Isabel;21659;2512309
PB;Puxinanã;14837;2512408
PB;Queimadas;50214;2512507
PB;Quixaba;1798;2512606
PB;Remígio;18373;2512705
PB;Pedro Régis;5925;2512721
PB;Riachão;2964;2512747
PB;Riachão do Bacamarte;4877;2512754
PB;Riachão do Poço;4946;2512762
PB;Riacho de Santo Antônio;2044;2512788
PB;Riacho dos Cavalos;8762;2512804
PB;Rio Tinto;25394;2512903
PB;Salgadinho;3437;2513000
PB;Salgado de São Félix;11760;2513109
PB;Santa Cecília;8031;2513158
PB;Santa Cruz;6041;2513208
PB;Santa Helena;6020;2513307
PB;Santa Inês;3274;2513356
PB;Santa Luzia;15387;2513406
PB;Santana de Mangueira;5106;2513505
PB;Santana dos Garrotes;6657;2513604
PB;Joca Claudino;2606;2513653
PB;Santa Rita;159121;2513703
PB;Santa Teresinha;4499;2513802
PB;Santo André;2702;2513851
PB;São Bento;33700;2513901
PB;São Bentinho;4473;2513927
PB;São Domingos do Cariri;2676;2513943
PB;São Domingos;2636;2513968
PB;São Francisco;3190;2513984
PB;São João do Cariri;4341;2514008
PB;São João do Tigre;4363;2514107
PB;São José da Lagoa Tapada;7270;2514206
PB;São José de Caiana;5032;2514305
PB;São José de Espinharas;4099;2514404
PB;São José dos Ramos;6105;2514453
PB;São José de Piranhas;19552;2514503
PB;São José de Princesa;3383;2514552
PB;São José do Bonfim;3333;2514602
PB;São José do Brejo do Cruz;1748;2514651
PB;São José do Sabugi;4270;2514701
PB;São José dos Cordeiros;3474;2514800
PB;São Mamede;7640;2514909
PB;São Miguel de Taipu;7287;2515005
PB;São Sebastião de Lagoa de Roça;11365;2515104
PB;São Sebastião do Umbuzeiro;3376;2515203
PB;Sapé;53309;2515302
PB;São Vicente do Seridó;10620;2515401
PB;Serra Branca;14075;2515500
PB;Serra da Raiz;3162;2515609
PB;Serra Grande;3043;2515708
PB;Serra Redonda;6984;2515807
PB;Serraria;4839;2515906
PB;Sertãozinho;5282;2515930
PB;Sobrado;8579;2515971
PB;Solânea;27749;2516003
PB;Soledade;14381;2516102
PB;Sossêgo;3461;2516151
PB;Sousa;69876;2516201
PB;Sumé;17763;2516300
PB;Tacima;7934;2516409
PB;Taperoá;14376;2516508
PB;Tavares;14464;2516607
PB;Teixeira;15082;2516706
PB;Tenório;3069;2516755
PB;Triunfo;10259;2516805
PB;Uiraúna;15386;2516904
PB;Umbuzeiro;9302;2517001
PB;Várzea;2764;2517100
PB;Vieirópolis;4974;2517209
PB;Zabelê;2310;2517407
PE;Abreu e Lima;103945;2600054
PE;Afogados da Ingazeira;42407;2600104
PE;Afrânio;19349;2600203
PE;Agrestina;24615;2600302
PE;Água Preta;27221;2600401
PE;Águas Belas;43713;2600500
PE;Alagoinha;14355;2600609
PE;Aliança;37372;2600708
PE;Altinho;21185;2600807
PE;Amaraji;18471;2600906
PE;Angelim;10580;2601003
PE;Araçoiaba;19936;2601052
PE;Araripina;90104;2601102
PE;Arcoverde;82003;2601201
PE;Barra de Guabiraba;12616;2601300
PE;Barreiros;42056;2601409
PE;Belém de Maria;10829;2601508
PE;Belém do São Francisco;18713;2601607
PE;Belo Jardim;83647;2601706
PE;Betânia;11981;2601805
PE;Bezerros;64809;2601904
PE;Bodocó;36129;2602001
PE;Bom Conselho;46192;2602100
PE;Bom Jardim;39278;2602209
PE;Bonito;39163;2602308
PE;Brejão;9399;2602407
PE;Brejinho;8010;2602506
PE;Brejo da Madre de Deus;51107;2602605
PE;Buenos Aires;13254;2602704
PE;Buíque;54425;2602803
PE;Cabo de Santo Agostinho;216969;2602902
PE;Cabrobó;31746;2603009
PE;Cachoeirinha;20612;2603108
PE;Caetés;30441;2603207
PE;Calçado;11445;2603306
PE;Calumbi;5367;2603405
PE;Camaragibe;155771;2603454
PE;Camocim de São Félix;17991;2603504
PE;Camutanga;7972;2603603
PE;Canhotinho;25090;2603702
PE;Capoeiras;18890;2603801
PE;Carnaíba;19513;2603900
PE;Carnaubeira da Penha;12682;2603926
PE;Carpina;83205;2604007
PE;Caruaru;402290;2604106
PE;Casinhas;13489;2604155
PE;Catende;33279;2604205
PE;Cedro;10845;2604304
PE;Chã de Alegria;13461;2604403
PE;Chã Grande;21224;2604502
PE;Condado;25383;2604601
PE;Correntes;17660;2604700
PE;Cortês;10512;2604809
PE;Cumaru;16252;2604908
PE;Cupira;24301;2605004
PE;Custódia;39403;2605103
PE;Dormentes;17749;2605152
PE;Escada;62252;2605202
PE;Exu;33436;2605301
PE;Feira Nova;22169;2605400
PE;Fernando de Noronha;3316;2605459
PE;Ferreiros;15794;2605509
PE;Flores;20835;2605608
PE;Floresta;31627;2605707
PE;Frei Miguelinho;14070;2605806
PE;Gameleira;17973;2605905
PE;Garanhuns;151064;2606002
PE;Glória do Goitá;30370;2606101
PE;Goiana;85160;2606200
PE;Granito;7206;2606309
PE;Gravatá;91887;2606408
PE;Iati;17605;2606507
PE;Ibimirim;28760;2606606
PE;Ibirajuba;7344;2606705
PE;Igarassu;122312;2606804
PE;Iguaracy;11366;2606903
PE;Inajá;27488;2607000
PE;Ingazeira;4959;2607109
PE;Ipojuca;105638;2607208
PE;Ipubi;30603;2607307
PE;Itacuruba;4490;2607406
PE;Itaíba;33691;2607505
PE;Ilha de Itamaracá;25529;2607604
PE;Itambé;36626;2607653
PE;Itapetim;14232;2607703
PE;Itapissuma;29463;2607752
PE;Itaquitinga;17109;2607802
PE;Jaboatão dos Guararapes;683285;2607901
PE;Jaqueira;10483;2607950
PE;Jataúba;16323;2608008
PE;Jatobá;14463;2608057
PE;João Alfredo;28903;2608107
